TransmitterID,anchorID, Avg, Distance
rpi24, rpi12,-65.8974359,7.426
rpi24, rpi16,-61.20512821,7.745
rpi24, rpi17,-64.23076923,9.961
rpi24, rpi9,-63.79487179,10.322
rpi24, rpi4,-72.69230769,10.51
rpi24, rpi19,-71.25641026,10.985
rpi24, rpi8,-76.05128205,11.318
rpi24, rpi18,-71.53846154,12.014
rpi21, rpi13,-58.17948718,2.542
rpi21, rpi16,-57.41025641,3.78
rpi21, rpi17,-59.20512821,3.981
rpi21, rpi19,-67.38461538,4.254
rpi21, rpi12,-66.64102564,5.993
rpi21, rpi24,-53.38461538,6.047
rpi21, rpi15,-59.46153846,6.513
rpi21, rpi18,-70.33333333,6.606
rpi21, rpi9,-65.38461538,6.943
rpi21, rpi10,-67.56410256,7.862
rpi21, rpi8,-74.74358974,8.731
rpi21, rpi4,-71.28205128,11.532
rpi16, rpi17,-61.58974359,1.76
rpi16, rpi13,-51.41025641,2.18
rpi16, rpi12,-54.02564103,2.751
rpi16, rpi9,-64.79487179,3.36
rpi16, rpi21,-67.07692308,3.78
rpi16, rpi18,-69.92307692,4.29
rpi16, rpi19,-64.64102564,4.888
rpi16, rpi8,-71.82051282,5.468
rpi16, rpi15,-66.20512821,5.908
rpi16, rpi10,-54.41025641,6.092
rpi16, rpi4,-58.56410256,7.187
rpi16, rpi24,-61.46153846,7.745
rpi4, rpi8,-69.74358974,3.43
rpi4, rpi10,-78.94871795,3.65
rpi4, rpi9,-67.46153846,4.689
rpi4, rpi13,-67.79487179,5.01
rpi4, rpi12,-62.82051282,5.29
rpi4, rpi16,-57.33333333,7.187
rpi4, rpi15,-70.76923077,7.71
rpi4, rpi17,-69.71794872,9.105
rpi4, rpi24,-74.64102564,10.51
rpi4, rpi18,-72.25641026,11.299
rpi4, rpi21,-77.38461538,11.532
rpi4, rpi19,-74.92307692,12.502
rpi19, rpi18,-60.92307692,2.45
rpi19, rpi17,-60.30769231,3.521
rpi19, rpi21,-65.66666667,4.254
rpi19, rpi16,-62.48717949,4.888
rpi19, rpi13,-66.38461538,6.093
rpi19, rpi9,-72.48717949,7.102
rpi19, rpi12,-62.79487179,7.602
rpi19, rpi8,-75.33333333,9.317
rpi19, rpi15,-65.61538462,10.266
rpi19, rpi10,-79.33333333,10.64
rpi19, rpi24,-69.79487179,10.985
rpi19, rpi4,-75.66666667,12.502
rpi15, rpi24,-77.17948718,2.99
rpi15, rpi10,-63.64102564,3.607
rpi15, rpi13,-53.05128205,4.522
rpi15, rpi12,-67.58974359,5.445
rpi15, rpi16,-64.38461538,5.908
rpi15, rpi21,-61.74358974,6.513
rpi15, rpi4,-71.79487179,7.71
rpi15, rpi17,-67.38461538,7.991
rpi15, rpi9,-60.46153846,8.02
rpi15, rpi8,-69.92307692,8.436
rpi15, rpi19,-65.97435897,10.266
rpi15, rpi18,-67.35897436,10.458
rpi9, rpi8,-53.53846154,2.254
rpi9, rpi12,-43.69230769,2.634
rpi9, rpi16,-64.05128205,3.36
rpi9, rpi17,-58.58974359,3.793
rpi9, rpi4,-67.69230769,4.689
rpi9, rpi13,-60.46153846,5.222
rpi9, rpi18,-60.92307692,5.449
rpi9, rpi10,-61.94871795,5.844
rpi9, rpi21,-66.69230769,6.943
rpi9, rpi19,-71.41025641,7.102
rpi9, rpi15,-62.15384615,8.02
rpi9, rpi24,-64.84615385,10.322
rpi12, rpi9,-44.375,2.634
rpi12, rpi16,-52.675,2.663
rpi12, rpi8,-53.0,3.45
rpi12, rpi13,-55.8,3.547
rpi12, rpi10,-55.775,3.801
rpi12, rpi17,-69.675,4.253
rpi12, rpi4,-63.95,5.29
rpi12, rpi15,-71.325,5.445
rpi12, rpi21,-64.55,5.993
rpi12, rpi18,-52.375,6.612
rpi12, rpi24,-66.825,7.426
rpi12, rpi19,-62.95,7.602
rpi8, rpi9,-54.625,2.254
rpi8, rpi4,-68.2,3.43
rpi8, rpi12,-54.1,3.45
rpi8, rpi10,-68.3,5.184
rpi8, rpi16,-64.95,5.468
rpi8, rpi17,-70.475,6.169
rpi8, rpi13,-60.825,7.03
rpi8, rpi18,-74.2,7.901
rpi8, rpi15,-67.2,8.436
rpi8, rpi21,-73.875,8.731
rpi8, rpi19,-77.15,9.317
rpi8, rpi24,-76.475,11.318
rpi17, rpi16,-64.0,1.76
rpi17, rpi18,-62.725,2.53
rpi17, rpi19,-55.925,3.521
rpi17, rpi9,-60.85,3.793
rpi17, rpi13,-59.975,3.847
rpi17, rpi21,-62.05,3.981
rpi17, rpi12,-66.35,4.253
rpi17, rpi8,-69.475,6.169
rpi17, rpi10,-64.4,7.756
rpi17, rpi15,-71.6,7.991
rpi17, rpi4,-66.3,9.105
rpi17, rpi24,-68.725,9.961
rpi10, rpi15,-62.125,3.607
rpi10, rpi4,-71.325,3.65
rpi10, rpi12,-54.575,3.801
rpi10, rpi8,-66.125,5.184
rpi10, rpi13,-55.375,5.298
rpi10, rpi9,-60.425,5.844
rpi10, rpi16,-51.0,6.092
rpi10, rpi24,-70.05,6.607
rpi10, rpi17,-61.275,7.756
rpi10, rpi21,-63.4,7.862
rpi10, rpi18,-68.775,10.248
rpi10, rpi19,-72.15,10.64
rpi18, rpi19,-62.925,2.45
rpi18, rpi17,-58.5,2.53
rpi18, rpi16,-65.6,4.29
rpi18, rpi9,-62.725,5.449
rpi18, rpi13,-71.075,6.242
rpi18, rpi21,-65.675,6.606
rpi18, rpi12,-52.4,6.612
rpi18, rpi8,-71.75,7.901
rpi18, rpi10,-70.15,10.248
rpi18, rpi15,-67.675,10.458
rpi18, rpi4,-75.875,11.299
rpi18, rpi24,-70.475,12.014
rpi13, rpi16,-49.25,2.18
rpi13, rpi21,-57.45,2.542
rpi13, rpi12,-52.95,3.547
rpi13, rpi17,-62.925,3.847
rpi13, rpi15,-51.675,4.522
rpi13, rpi4,-69.175,5.01
rpi13, rpi9,-55.475,5.222
rpi13, rpi10,-57.375,5.298
rpi13, rpi24,-58.725,5.604
rpi13, rpi19,-63.775,6.093
rpi13, rpi18,-71.3,6.242
rpi13, rpi8,-60.45,7.03
rpi24, rpi15,-61.45,2.99
rpi24, rpi13,-58.25,5.604
rpi24, rpi21,-52.7,6.047
rpi24, rpi10,-68.45,6.607
rpi24, rpi12,-63.375,7.426
rpi24, rpi16,-58.225,7.745
rpi24, rpi17,-65.375,9.961
rpi24, rpi9,-74.4,10.322
rpi24, rpi4,-72.15,10.51
rpi24, rpi19,-72.325,10.985
rpi24, rpi8,-75.2,11.318
rpi24, rpi18,-73.6,12.014
rpi21, rpi13,-58.4,2.542
rpi21, rpi16,-71.525,3.78
rpi21, rpi17,-60.975,3.981
rpi21, rpi19,-69.275,4.254
rpi21, rpi12,-67.125,5.993
rpi21, rpi24,-54.05,6.047
rpi21, rpi15,-60.975,6.513
rpi21, rpi18,-70.125,6.606
rpi21, rpi9,-70.325,6.943
rpi21, rpi10,-66.375,7.862
rpi21, rpi8,-73.95,8.731
rpi21, rpi4,-76.15,11.532
rpi16, rpi17,-71.35,1.76
rpi16, rpi13,-51.525,2.18
rpi16, rpi12,-54.975,2.751
rpi16, rpi9,-62.925,3.36
rpi16, rpi21,-63.4,3.78
rpi16, rpi18,-74.3,4.29
rpi16, rpi19,-66.4,4.888
rpi16, rpi8,-71.175,5.468
rpi16, rpi15,-68.075,5.908
rpi16, rpi10,-54.625,6.092
rpi16, rpi4,-60.45,7.187
rpi16, rpi24,-59.025,7.745
rpi4, rpi8,-73.9,3.43
rpi4, rpi10,-69.375,3.65
rpi4, rpi9,-66.65,4.689
rpi4, rpi13,-67.05,5.01
rpi4, rpi12,-61.225,5.29
rpi4, rpi16,-57.45,7.187
rpi4, rpi15,-71.15,7.71
rpi4, rpi17,-69.525,9.105
rpi4, rpi24,-74.75,10.51
rpi4, rpi18,-73.325,11.299
rpi4, rpi21,-77.3,11.532
rpi4, rpi19,-74.95,12.502
rpi19, rpi18,-61.25,2.45
rpi19, rpi17,-57.85,3.521
rpi19, rpi21,-66.75,4.254
rpi19, rpi16,-64.975,4.888
rpi19, rpi13,-63.75,6.093
rpi19, rpi9,-72.875,7.102
rpi19, rpi12,-62.5,7.602
rpi19, rpi8,-73.625,9.317
rpi19, rpi15,-66.325,10.266
rpi19, rpi10,-79.05,10.64
rpi19, rpi24,-68.725,10.985
rpi19, rpi4,-71.7,12.502
rpi15, rpi24,-76.325,2.99
rpi15, rpi10,-62.6,3.607
rpi15, rpi13,-52.475,4.522
rpi15, rpi12,-71.3,5.445
rpi15, rpi16,-64.05,5.908
rpi15, rpi21,-64.375,6.513
rpi15, rpi4,-71.675,7.71
rpi15, rpi17,-64.5,7.991
rpi15, rpi9,-59.375,8.02
rpi15, rpi8,-69.1,8.436
rpi15, rpi19,-66.475,10.266
rpi15, rpi18,-67.625,10.458
rpi9, rpi8,-52.325,2.254
rpi9, rpi12,-45.975,2.634
rpi9, rpi16,-61.475,3.36
rpi9, rpi17,-60.425,3.793
rpi9, rpi4,-69.7,4.689
rpi9, rpi13,-56.575,5.222
rpi9, rpi18,-62.175,5.449
rpi9, rpi10,-61.675,5.844
rpi9, rpi21,-66.85,6.943
rpi9, rpi19,-73.175,7.102
rpi9, rpi15,-60.875,8.02
rpi9, rpi24,-73.225,10.322
rpi12, rpi9,-44.85,2.634
rpi12, rpi16,-52.4,2.663
rpi12, rpi8,-53.075,3.45
rpi12, rpi13,-54.925,3.547
rpi12, rpi10,-55.625,3.801
rpi12, rpi17,-68.675,4.253
rpi12, rpi4,-64.75,5.29
rpi12, rpi15,-73.05,5.445
rpi12, rpi21,-63.925,5.993
rpi12, rpi18,-52.475,6.612
rpi12, rpi24,-66.925,7.426
rpi12, rpi19,-62.175,7.602
rpi8, rpi9,-55.375,2.254
rpi8, rpi4,-68.85,3.43
rpi8, rpi12,-53.525,3.45
rpi8, rpi10,-67.725,5.184
rpi8, rpi16,-64.15,5.468
rpi8, rpi17,-68.725,6.169
rpi8, rpi13,-60.35,7.03
rpi8, rpi18,-74.7,7.901
rpi8, rpi15,-66.6,8.436
rpi8, rpi21,-74.325,8.731
rpi8, rpi19,-77.425,9.317
rpi8, rpi24,-76.125,11.318
rpi17, rpi16,-63.425,1.76
rpi17, rpi18,-62.675,2.53
rpi17, rpi19,-55.9,3.521
rpi17, rpi9,-60.975,3.793
rpi17, rpi13,-61.25,3.847
rpi17, rpi21,-60.7,3.981
rpi17, rpi12,-67.7,4.253
rpi17, rpi8,-70.125,6.169
rpi17, rpi10,-63.825,7.756
rpi17, rpi15,-69.85,7.991
rpi17, rpi4,-65.95,9.105
rpi17, rpi24,-69.875,9.961
rpi10, rpi15,-62.2,3.607
rpi10, rpi4,-70.675,3.65
rpi10, rpi12,-54.55,3.801
rpi10, rpi8,-67.725,5.184
rpi10, rpi13,-57.075,5.298
rpi10, rpi9,-61.475,5.844
rpi10, rpi16,-51.4,6.092
rpi10, rpi24,-70.275,6.607
rpi10, rpi17,-61.575,7.756
rpi10, rpi21,-63.4,7.862
rpi10, rpi18,-68.0,10.248
rpi10, rpi19,-76.7,10.64
rpi18, rpi19,-62.325,2.45
rpi18, rpi17,-58.65,2.53
rpi18, rpi16,-66.15,4.29
rpi18, rpi9,-60.875,5.449
rpi18, rpi13,-71.1,6.242
rpi18, rpi21,-65.625,6.606
rpi18, rpi12,-52.5,6.612
rpi18, rpi8,-71.3,7.901
rpi18, rpi10,-69.025,10.248
rpi18, rpi15,-68.175,10.458
rpi18, rpi4,-76.825,11.299
rpi18, rpi24,-71.625,12.014
rpi13, rpi16,-49.2,2.18
rpi13, rpi21,-57.95,2.542
rpi13, rpi12,-53.1,3.547
rpi13, rpi17,-62.4,3.847
rpi13, rpi15,-52.95,4.522
rpi13, rpi4,-69.275,5.01
rpi13, rpi9,-55.575,5.222
rpi13, rpi10,-59.425,5.298
rpi13, rpi24,-59.625,5.604
rpi13, rpi19,-63.675,6.093
rpi13, rpi18,-65.15,6.242
rpi13, rpi8,-59.8,7.03
rpi24, rpi15,-66.575,2.99
rpi24, rpi13,-58.7,5.604
rpi24, rpi21,-53.4,6.047
rpi24, rpi10,-70.2,6.607
rpi24, rpi12,-64.775,7.426
rpi24, rpi16,-60.6,7.745
rpi24, rpi17,-65.55,9.961
rpi24, rpi9,-71.725,10.322
rpi24, rpi4,-73.325,10.51
rpi24, rpi19,-73.45,10.985
rpi24, rpi8,-75.125,11.318
rpi24, rpi18,-72.8,12.014
rpi21, rpi13,-58.4,2.542
rpi21, rpi16,-65.05,3.78
rpi21, rpi17,-60.875,3.981
rpi21, rpi19,-69.825,4.254
rpi21, rpi12,-65.65,5.993
rpi21, rpi24,-54.1,6.047
rpi21, rpi15,-60.575,6.513
rpi21, rpi18,-70.15,6.606
rpi21, rpi9,-70.025,6.943
rpi21, rpi10,-65.8,7.862
rpi21, rpi8,-73.7,8.731
rpi21, rpi4,-74.85,11.532
rpi16, rpi17,-65.45,1.76
rpi16, rpi13,-51.125,2.18
rpi16, rpi12,-56.15,2.751
rpi16, rpi9,-62.2,3.36
rpi16, rpi21,-66.175,3.78
rpi16, rpi18,-68.925,4.29
rpi16, rpi19,-64.325,4.888
rpi16, rpi8,-71.325,5.468
rpi16, rpi15,-66.15,5.908
rpi16, rpi10,-54.75,6.092
rpi16, rpi4,-60.3,7.187
rpi16, rpi24,-61.4,7.745
rpi4, rpi8,-73.525,3.43
rpi4, rpi10,-70.425,3.65
rpi4, rpi9,-75.725,4.689
rpi4, rpi13,-67.825,5.01
rpi4, rpi12,-59.825,5.29
rpi4, rpi16,-57.875,7.187
rpi4, rpi15,-71.1,7.71
rpi4, rpi17,-69.85,9.105
rpi4, rpi24,-74.825,10.51
rpi4, rpi18,-73.55,11.299
rpi4, rpi21,-76.075,11.532
rpi4, rpi19,-74.925,12.502
rpi19, rpi18,-61.575,2.45
rpi19, rpi17,-60.55,3.521
rpi19, rpi21,-67.2,4.254
rpi19, rpi16,-64.6,4.888
rpi19, rpi13,-62.275,6.093
rpi19, rpi9,-72.4,7.102
rpi19, rpi12,-61.075,7.602
rpi19, rpi8,-73.675,9.317
rpi19, rpi15,-65.8,10.266
rpi19, rpi10,-77.025,10.64
rpi19, rpi24,-69.075,10.985
rpi19, rpi4,-72.125,12.502
rpi15, rpi24,-71.275,2.99
rpi15, rpi10,-63.425,3.607
rpi15, rpi13,-52.925,4.522
rpi15, rpi12,-72.575,5.445
rpi15, rpi16,-65.5,5.908
rpi15, rpi21,-61.9,6.513
rpi15, rpi4,-71.8,7.71
rpi15, rpi17,-65.825,7.991
rpi15, rpi9,-59.15,8.02
rpi15, rpi8,-69.225,8.436
rpi15, rpi19,-64.825,10.266
rpi15, rpi18,-69.125,10.458
rpi9, rpi8,-53.05,2.254
rpi9, rpi12,-45.125,2.634
rpi9, rpi16,-62.15,3.36
rpi9, rpi17,-61.075,3.793
rpi9, rpi4,-76.425,4.689
rpi9, rpi13,-55.75,5.222
rpi9, rpi18,-62.9,5.449
rpi9, rpi10,-61.3,5.844
rpi9, rpi21,-64.625,6.943
rpi9, rpi19,-75.1,7.102
rpi9, rpi15,-59.725,8.02
rpi9, rpi24,-72.375,10.322
rpi12, rpi9,-44.02564102564103,2.634
rpi12, rpi16,-53.20512820512821,2.663
rpi12, rpi8,-52.76923076923077,3.45
rpi12, rpi13,-55.12820512820513,3.547
rpi12, rpi10,-55.64102564102564,3.801
rpi12, rpi17,-68.64102564102564,4.253
rpi12, rpi4,-63.51282051282051,5.29
rpi12, rpi15,-72.41025641025641,5.445
rpi12, rpi21,-64.66666666666667,5.993
rpi12, rpi18,-52.38461538461539,6.612
rpi12, rpi24,-67.33333333333333,7.426
rpi12, rpi19,-64.07692307692308,7.602
rpi8, rpi9,-55.61538461538461,2.254
rpi8, rpi4,-68.74358974358974,3.43
rpi8, rpi12,-53.94871794871795,3.45
rpi8, rpi10,-67.53846153846153,5.184
rpi8, rpi16,-64.76923076923077,5.468
rpi8, rpi17,-69.94871794871794,6.169
rpi8, rpi13,-61.30769230769231,7.03
rpi8, rpi18,-74.17948717948718,7.901
rpi8, rpi15,-67.58974358974359,8.436
rpi8, rpi21,-74.38461538461539,8.731
rpi8, rpi19,-76.84615384615384,9.317
rpi8, rpi24,-76.6923076923077,11.318
rpi17, rpi16,-64.15384615384616,1.76
rpi17, rpi18,-62.64102564102564,2.53
rpi17, rpi19,-56.02564102564103,3.521
rpi17, rpi9,-61.17948717948718,3.793
rpi17, rpi13,-62.333333333333336,3.847
rpi17, rpi21,-61.46153846153846,3.981
rpi17, rpi12,-63.61538461538461,4.253
rpi17, rpi8,-69.97435897435898,6.169
rpi17, rpi10,-65.1025641025641,7.756
rpi17, rpi15,-70.97435897435898,7.991
rpi17, rpi4,-66.7948717948718,9.105
rpi17, rpi24,-68.94871794871794,9.961
rpi10, rpi15,-62.48717948717949,3.607
rpi10, rpi4,-70.17948717948718,3.65
rpi10, rpi12,-54.82051282051282,3.801
rpi10, rpi8,-68.12820512820512,5.184
rpi10, rpi13,-53.76923076923077,5.298
rpi10, rpi9,-61.92307692307692,5.844
rpi10, rpi16,-51.38461538461539,6.092
rpi10, rpi24,-70.17948717948718,6.607
rpi10, rpi17,-61.74358974358975,7.756
rpi10, rpi21,-63.69230769230769,7.862
rpi10, rpi18,-68.53846153846153,10.248
rpi10, rpi19,-74.53846153846153,10.64
rpi18, rpi19,-62.38461538461539,2.45
rpi18, rpi17,-60.0,2.53
rpi18, rpi16,-64.64102564102564,4.29
rpi18, rpi9,-60.97435897435897,5.449
rpi18, rpi13,-68.6923076923077,6.242
rpi18, rpi21,-65.8974358974359,6.606
rpi18, rpi12,-52.46153846153846,6.612
rpi18, rpi8,-71.82051282051282,7.901
rpi18, rpi10,-68.51282051282051,10.248
rpi18, rpi15,-67.92307692307692,10.458
rpi18, rpi4,-76.8974358974359,11.299
rpi18, rpi24,-67.46153846153847,12.014
rpi13, rpi16,-49.76923076923077,2.18
rpi13, rpi21,-58.53846153846154,2.542
rpi13, rpi12,-53.07692307692308,3.547
rpi13, rpi17,-60.7948717948718,3.847
rpi13, rpi15,-51.82051282051282,4.522
rpi13, rpi4,-69.56410256410257,5.01
rpi13, rpi9,-55.17948717948718,5.222
rpi13, rpi10,-59.23076923076923,5.298
rpi13, rpi24,-59.333333333333336,5.604
rpi13, rpi19,-64.0,6.093
rpi13, rpi18,-69.66666666666667,6.242
rpi13, rpi8,-59.82051282051282,7.03
rpi24, rpi15,-66.76923076923077,2.99
rpi24, rpi13,-58.0,5.604
rpi24, rpi21,-53.82051282051282,6.047
rpi24, rpi10,-69.43589743589743,6.607
rpi24, rpi12,-65.53846153846153,7.426
rpi24, rpi16,-59.43589743589744,7.745
rpi24, rpi17,-66.3076923076923,9.961
rpi24, rpi9,-73.66666666666667,10.322
rpi24, rpi4,-72.84615384615384,10.51
rpi24, rpi19,-73.92307692307692,10.985
rpi24, rpi8,-74.58974358974359,11.318
rpi24, rpi18,-70.15384615384616,12.014
rpi21, rpi13,-58.51282051282051,2.542
rpi21, rpi16,-69.8974358974359,3.78
rpi21, rpi17,-60.7948717948718,3.981
rpi21, rpi19,-69.6923076923077,4.254
rpi21, rpi12,-65.46153846153847,5.993
rpi21, rpi24,-53.92307692307692,6.047
rpi21, rpi15,-62.02564102564103,6.513
rpi21, rpi18,-70.28205128205128,6.606
rpi21, rpi9,-69.23076923076923,6.943
rpi21, rpi10,-66.25641025641026,7.862
rpi21, rpi8,-73.8974358974359,8.731
rpi21, rpi4,-75.28205128205128,11.532
rpi16, rpi17,-67.94871794871794,1.76
rpi16, rpi13,-52.17948717948718,2.18
rpi16, rpi12,-54.7948717948718,2.751
rpi16, rpi9,-62.20512820512821,3.36
rpi16, rpi21,-62.20512820512821,3.78
rpi16, rpi18,-71.07692307692308,4.29
rpi16, rpi19,-67.46153846153847,4.888
rpi16, rpi8,-71.74358974358974,5.468
rpi16, rpi15,-66.58974358974359,5.908
rpi16, rpi10,-54.61538461538461,6.092
rpi16, rpi4,-60.41025641025641,7.187
rpi16, rpi24,-60.43589743589744,7.745
rpi4, rpi8,-74.46153846153847,3.43
rpi4, rpi10,-69.51282051282051,3.65
rpi4, rpi9,-70.56410256410257,4.689
rpi4, rpi13,-67.12820512820512,5.01
rpi4, rpi12,-60.20512820512821,5.29
rpi4, rpi16,-56.97435897435897,7.187
rpi4, rpi15,-71.28205128205128,7.71
rpi4, rpi17,-69.76923076923077,9.105
rpi4, rpi24,-75.07692307692308,10.51
rpi4, rpi18,-73.48717948717949,11.299
rpi4, rpi21,-77.35897435897436,11.532
rpi4, rpi19,-75.87179487179488,12.502
rpi19, rpi18,-61.48717948717949,2.45
rpi19, rpi17,-58.94871794871795,3.521
rpi19, rpi21,-66.84615384615384,4.254
rpi19, rpi16,-61.74358974358975,4.888
rpi19, rpi13,-62.58974358974359,6.093
rpi19, rpi9,-70.53846153846153,7.102
rpi19, rpi12,-61.97435897435897,7.602
rpi19, rpi8,-73.23076923076923,9.317
rpi19, rpi15,-65.3076923076923,10.266
rpi19, rpi10,-76.28205128205128,10.64
rpi19, rpi24,-70.12820512820512,10.985
rpi19, rpi4,-73.94871794871794,12.502
rpi15, rpi24,-75.25641025641026,2.99
rpi15, rpi10,-63.05128205128205,3.607
rpi15, rpi13,-52.66666666666666,4.522
rpi15, rpi12,-67.35897435897436,5.445
rpi15, rpi16,-65.35897435897436,5.908
rpi15, rpi21,-65.2051282051282,6.513
rpi15, rpi4,-71.38461538461539,7.71
rpi15, rpi17,-67.46153846153847,7.991
rpi15, rpi9,-59.20512820512821,8.02
rpi15, rpi8,-69.3076923076923,8.436
rpi15, rpi19,-66.15384615384616,10.266
rpi15, rpi18,-71.23076923076923,10.458
rpi9, rpi8,-52.76923076923077,2.254
rpi9, rpi12,-44.82051282051282,2.634
rpi9, rpi16,-62.94871794871795,3.36
rpi9, rpi17,-61.0,3.793
rpi9, rpi4,-68.6923076923077,4.689
rpi9, rpi13,-55.38461538461539,5.222
rpi9, rpi18,-60.64102564102564,5.449
rpi9, rpi10,-62.282051282051285,5.844
rpi9, rpi21,-68.02564102564102,6.943
rpi9, rpi19,-71.38461538461539,7.102
rpi9, rpi15,-60.97435897435897,8.02
rpi9, rpi24,-72.43589743589743,10.322
